id,name,followers,genres,popularity,related_artists
7hekX76VovqQ9kRvHabHBl,Kenzo,820,['chill r&b'],13,
2X2X74NoNCXXaZb8F1HFs3,Jeffrey Owens,1744,['chill r&b'],25,
5EovY4LBurcmsfIdpNEtfq,SHN,1660,[],29,
76ZCgPpNcZEokvxJRFfSgr,LAYYI,932,['chill r&b'],27,
3sBC2tYJt3sFq6j1dPC5Bk,Estelle Fly,1228,['singaporean electronic'],27,
0bFyd1ptUSFAfhQOpLt9g1,Jason Yu,2482,['singaporean singer-songwriter'],28,
5IIP34JBy1d8kBYlAGnRaW,Linying,18101,"['singaporean pop', 'singaporean singer-songwriter']",41,
4HqIcgpeGKabzBYczmfFgZ,Pseudo,1916,['singaporean pop'],32,
4RnzpVhMevUeU16FlV4e3e,Valentina Ploy,12930,[],44,
53GouHDfCfsBJIn1OjYmPO,Benjamin Kheng,11108,['singaporean pop'],47,
6xRlQCMpg8bmkHlluqDF7Z,Devin Kennedy,6724,"['chill r&b', 'indie r&b']",46,
7kpJ5MncdSZT34B7X5TU8U,Rainlord.,12043,['chill r&b'],40,
5YPCpDIPOY4WqY9Bqdw4Uc,Jimmy Brown,79615,['chill r&b'],56,
6trEYfLSuAd9CS8bCy4sOH,demxntia,51757,"['chill r&b', 'emo rap', 'pop']",58,
2XBiI8PjCnjJ3XKWtiKcvc,brb.,61107,"['chill r&b', 'pop', 'singaporean pop']",57,
48JtfAggQQpfUXQNxkGm5U,Dept,87150,['chill r&b'],56,
2ncTglxMHKmCzBKckfzOEv,ALEPH,28932,"['k-indie', 'korean r&b']",38,
0Xdas0Cm8xqrnjUKIb6aLF,Seo actor,16022,['chill r&b'],41,
2YFBOR9KIxC6WqHclkj9Yq,Keke Palmer,571569,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b']",54,
4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,1463185,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",61,
5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,401036,"['alternative r&b', 'indie r&b', 'pop', 'r&b']",69,
1FtBEIWAwvw5ymBen5GICR,Chlöe,169177,[],61,
1WCkk0zp3ukPnap26Ffe34,Sydney Renae,467228,['pop r&b'],41,
57LYzLEk2LcFghVwuWbcuS,Summer Walker,3679610,"['pop', 'r&b']",77,
2retT7MFwHDVTeGKDdybEx,K. Michelle,1503451,"['dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",48,
4v6XOdonnfpdTKTRJArG7v,Tink,755964,"['chicago rap', 'drill', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen']",59,
63bCkf4n15jiKjHhLV7kSZ,Niykee Heaton,468161,"['alt z', 'pop']",54,
5AtWO8IEnjhRLzaVVQxFUs,SoMo,675342,"['dance pop', 'pop', 'post-teen pop', 'r&b']",58,
1BhWF9W2PngtPSyobKg0rP,Pia Mia,1743926,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",61,
6dROiL44pIQZVNZ6Bc0OJO,Pleasure P,1106822,"['hip pop', 'pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",50,
7gWumE1wMALHXANLSIt054,Dreezy,659489,"['chicago rap', 'drill', 'escape room', 'pop r&b', 'r&b', 'trap queen']",54,
3feB1IF85It42sebtWSqws,Ann Marie,422262,"['pop r&b', 'r&b']",52,
030FjQpP38xhjIPyWgjmiv,Sonta,186998,['pop r&b'],49,
0KWcq2E8ejxp78jdfpCd4K,KeKe Wyatt,602248,"['contemporary r&b', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",47,
41I5xI04kixwmonDBl0Sda,King Combs,75978,"['cali rap', 'pop r&b']",50,
15Dh5PvHQj909E0RgAe0aN,Nivea,619791,"['atl hip hop', 'contemporary r&b', 'hip pop', 'pop r&b', 'r&b', 'urban contemporary']",46,
1EyK0glCKdNVaKjVxFOHCD,LeToya Luckett,419842,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",32,
4p07QU02SrLsaORo25h2Lg,Sammie,495143,"['contemporary r&b', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",61,
5xenrbYhp4IRydrWpBe4Bx,LeToya,542045,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",40,
0EgUow5z0SXVA9lunNSB1q,Verse Simmonds,194599,['pop r&b'],45,
1MT1Wz4G9Z9EVOg4L5zZMS,Tamar Braxton,994863,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",46,
6Mox9P9U7HpuAd9ULwvP7N,Teairra Marí,237773,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",31,
3CoW2DhcuWKs93YEjEY5Eq,Tiffany Evans,286036,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",32,
7HO5fOXE4gh3lzZn64tX2E,Mariah the Scientist,99092,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop rap', 'r&b']",55,
4udfTw7V8jI4AHi7PEfJfj,Melii,176823,"['pop r&b', 'r&b', 'rap latina', 'trap queen']",48,
4O2YL4ygn6eTBC0w1hyWUM,Melanie Fiona,758699,"['canadian pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",47,
3AuMNF8rQAKOzjYppFNAoB,Kelly Rowland,3114044,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",65,
6lHL3ubAMgSasKjNqKb8HF,Mýa,1154297,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",61,
7xAcVHPiirnUqfdqo0USb1,Fantasia,1705778,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']",55,
63wjoROpeh5f11Qm93UiJ1,Keri Hilson,1721954,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",67,
7zmk5lkmCMVvfvwF3H8FWC,Elle Varner,300790,"['hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",42,
4woYaobeWQFBSGf9mtoAZ8,Tynisha Keli,208001,"['hip pop', 'pop r&b', 'urban contemporary']",35,
1c70yCa8sRgIiQxl3HOEFo,Cherish,521927,"['atl hip hop', 'dance pop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",70,
1goOx6gnQdUllLfSMsL4Rt,Marques Houston,736147,"['contemporary r&b', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",49,
7dpKVB4mK3ufNdZOpMKtrd,DAY26,266996,"['boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",39,
7G6hXrjGpi6I7waNl4wxAk,J. Holiday,1376482,"['bassline', 'contemporary r&b', 'hip pop', 'neo soul', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",52,
5DqmNLPM1kAbSBQk2FMm6b,Amanda Perez,421420,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",42,
27FGXRNruFoOdf1vP8dqcH,Cassie,1282091,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",60,
6XwcepfAsPhrvwziGxhwju,Pretty Ricky,1389464,"['contemporary r&b', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",55,
1nSRa2YjjFWJLHGKM07oGQ,Blaque,410258,"['contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",45,
7jun6jJ4LOAQfx5gSs6mJX,Zae France,11159,['pop r&b'],46,
4U6sGpoCZvYkwmwB3VtRTW,Elliott Trent,46221,"['chill r&b', 'pop r&b', 'trap soul']",46,
76JyRfZDqhAIow2Awv91iW,B. Smyth,69106,['pop r&b'],43,
06s0Xoir4hPLHbeBhJBPBa,Ar'mon & Trey,341004,['pop r&b'],43,
1sXjt6XF2hUgabKoaksNu3,Nieman J,4013,['pop r&b'],42,
5GU7EEftOdxcqM7nPoXLwq,J.Howell,19103,['pop r&b'],38,
7g0SC4F149FUX5rKFuSpqL,India Shawn,29025,"['alternative r&b', 'chill r&b', 'indie r&b']",42,
4E7AV8mtElSjHZP3xA9kyU,Luke James,145675,"['alternative r&b', 'r&b']",41,
2tH6JDbrJ9de8CtKiF3jiO,Dontae Peeps,875,[],2,
1xBARhKI09ZTmeePVDWMCf,Rotimi,259815,"['pop r&b', 'pop rap', 'r&b', 'urban contemporary']",61,
5AuiTJResZoAbLJfdEClDF,Mike Winans,739,[],3,
59NO6KX7wQCG7jGdtH1NtL,Raheem DeVaughn,464903,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",48,
2k1asY20M6KllWJJntHpeC,Dontae,3082,[],1,
1bfs95TqL5eMSGipzlThQs,Boniface,3236,"['deep r&b', 'louange']",11,
58fzPwxNFw1Ae500uB038l,Kinnship,19367,['vapor soul'],41,
3rtvvt1kuQ4luEWq8epaHD,Art School Girlfriend,24153,"['indie electropop', 'vapor soul', 'welsh indie']",37,
0IEPb9ily3E5IAYMSkwtQ6,Arctic Lake,42910,"['vapor pop', 'vapor soul']",53,
2JexLbBGkh1FnSWF1uoehP,Tusks,22924,"['indie folk', 'vapor soul']",36,
0VbDAlm2KUlKI5UhXRBKWp,Henry Green,57871,"['indie soul', 'vapor soul']",49,
4w0X9CxVeoMeDucb4QT6Zl,SLO,6383,['vapor soul'],34,
4GLzX588I9R2vs0nTHhD6Z,Mt. Wolf,36511,"['chamber pop', 'indie folk', 'vapor soul']",43,
62lbPZcnp95moF4T4afcPn,Leo Kalyan,15635,"['alternative r&b', 'vapor soul']",27,
1xkxEEm60IyknT2Eh469mX,Fyfe,43137,"['vapor pop', 'vapor soul']",38,
3oxkIoEAyXXQlLTZXlffLJ,Zola Blood,64060,"['electronica', 'vapor pop', 'vapor soul']",42,
0RDC2Krd2nmqseGx5C8PQz,Kllo,83281,"['alternative r&b', 'aussietronica', 'indie soul', 'vapor soul']",45,
0ypTT9UqAU5sZpPo5JZmjR,WILDES,21564,['british singer-songwriter'],34,
4xiByOtOqXPUQU9wV4sMUb,Abi Ocia,14152,[],31,
1BPsbKiNgav1TY1ITIU8C5,Benji Lewis,15726,"['electropop', 'indie electropop', 'vapor soul']",46,
5sWHDYs0csV6RS48xBl0tH,Two Feet,1619247,"['indie poptimism', 'modern rock', 'pop']",70,
49WBtnIs3VA1tHR7jQG1F6,Santino Le Saint,63012,"['trap soul', 'uk contemporary r&b']",55,
5zMJZTfga0uJURmLLymnoh,Late June,19561,"['future bass', 'vapor soul', 'vapor twitch']",40,
7ItbAZITSFxSy5LJChXe18,ford.,54444,"['indie electropop', 'vapor soul', 'vapor twitch']",50,
7AWqSYIArMX7XVqDIKW7Nw,Calper,2311,['alternative r&b'],30,
4YUBqnGDhH4JphZIhi9cdB,Laxcity,27544,"['future bass', 'vapor twitch']",42,
7rlI9s1CrQD5Gj4vRW1vvw,midnight,6318,['vapor soul'],30,
5x0R3zoC09GMiRJomoexLV,nimino,9104,"['new french touch', 'vapor soul', 'vapor twitch']",43,
5uz8HDS6eOsefdqSyMlTzi,On Planets,8621,"['future bass', 'indie electropop', 'vapor twitch']",39,
1eL4DVwObeAZjGOVjASAXd,Hanz,10713,['chillhop'],43,
6bJCrLZcvsBMzve04BmgwS,Golden Vessel,46261,"['aussietronica', 'indie electropop', 'indie soul', 'vapor soul', 'vapor twitch']",50,
59MDSNIYoOY0WRYuodzJPD,Duskus,33793,"['future bass', 'pop edm', 'vapor twitch']",42,
5iPtkyoEOCILhwFgl2a2d3,Bearcubs,40376,"['indie soul', 'vapor soul', 'vapor twitch']",44,
44hPDOKyTwkFxOL08UzNQE,Cabu,32469,"['alternative r&b', 'indie soul', 'vapor soul', 'vapor twitch']",49,
5oLxJrktO7kOEJANS6nkZB,Alex Lustig,35368,"['new french touch', 'tropical house', 'vapor soul', 'vapor twitch']",49,
7MlotYZhHjOlXcvmwrITj8,Tep No,91627,"['deep house', 'deep tropical house', 'indie poptimism', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",56,
7xEFii6utZmQ61kX59HmLH,FRENSHIP,174240,"['electropop', 'indie poptimism', 'la pop', 'pop', 'pop dance', 'pop rock', 'tropical house']",54,
1Xq5wasmlEwC6TqCqJtP5o,Attom,34508,"['future bass', 'new french touch', 'tropical house', 'vapor soul', 'vapor twitch']",49,
01qbSocTDAe2DmKayS89A5,pluko,54502,"['bass trap', 'edm', 'electronic trap', 'electropop', 'future bass', 'vapor twitch']",46,
4aCkc4HrwC4Dopig7RELoH,Kidswaste,44206,"['electropop', 'future bass', 'indie electropop', 'indie poptimism', 'vapor soul', 'vapor twitch']",45,
0lIIsJafIVVi3ruN2vFzpS,Moglii,35248,['vapor soul'],47,
3EpmmPtV7DduqNmeqaADIm,Astronomyy,78285,"['indie poptimism', 'vapor pop', 'vapor soul']",45,
58hqTaCiqGrMsNmmm3qL7w,Bree Runway,103588,"['alternative r&b', 'dance pop', 'electropop', 'escape room', 'pop', 'r&b']",53,
06xa1OLBsMQJFXcl2tQkH4,Machinedrum,101067,"['footwork', 'future bass', 'glitch', 'glitch hop', 'halftime dnb', 'intelligent dance music', 'minimal dnb', 'uk bass', 'vapor twitch', 'wonky']",45,
4mErKO4g29SXtBwj4S80aB,rum.gold,36921,"['alternative r&b', 'chill r&b', 'indie r&b']",45,
2qDIR2WlcW3llkGqJWg9VJ,Lolo Zouaï,182762,['pop'],52,
4nJPiUgLhO1HcK13jBkAqX,fika,6138,"['chill pop', 'indie r&b']",39,
0zMOuBo9Jxo4JvgH2IHdHO,Isaac Lewis,4742,['bedroom soul'],34,
5gRGeLfkGBsUOv9aJieEey,MOSSS,18985,"['chill pop', 'vapor soul']",40,
448VwSmqc6SpRDqK5WYXIt,Bronze Whale,15790,"['electropop', 'future bass', 'indie electropop', 'vapor soul', 'vapor twitch']",43,
6YUQJ6WF4FGDqqBQ1LTjL6,Kamaliza,6232,[],41,
6wa2PiIWrIhhz6lRQEGQpO,Pastel,17635,"['indie r&b', 'indie soul', 'new french touch']",45,
65FPMBREZBLfEDpkHlm8sS,Alex Siegel,7024,['bedroom pop'],32,
0iNbKy7QdMWxWgM6rTiNLn,Shute,499,['indie r&b'],32,
5xQb0BbEHtS2lrlIVtyd6I,Jaspa,1173,['chill pop'],21,
52flspAUwzY59cow3QC53f,JVLY,1982,['australian electropop'],26,
5uXWOfu1kA8mQ9bUp5GgxT,daste.,5160,[],36,
0hySaVBazHTHIRvnsxGvHx,Matt Ryder,2836,[],31,
0l1FsvHkN4xgx2Y10YTz9F,Zero Divide,67,[],0,
4KR4MT1Q99ae1aSkE1TebZ,Trop Tard,1209,"['french post-punk', 'gothic post-punk']",0,
3RHIJ1qBgcPSIhFcKhUT47,Promemoria,105,[],0,
1fvpFqZdHZ2N5JAscr1YS7,Dazibao,256,['flemish folk'],0,
2SjjGx4gvz5lbpCwj6E5hG,Without Sense,68,[],0,
540dP6NQ0elSKYH0eiZnVC,Smirnov,42,[],0,
4O8Gwzz8YZMBOnK7diEwmT,Flue,80,[],0,
4IDq91WAdNAGyMCZASptL1,Panoramas,25,[],0,
5FswpcflRoEz61S6DMHxfn,International Sin,34,[],0,
4yvfI7iywUgawOZF6weDfk,Cold Phoenix,569,"['gothic post-punk', 'italian gothic']",1,
0dvdngm0WZX3GFfsD4zWmC,Billie Black,12832,"['alternative r&b', 'vapor soul']",31,
1CbIMDSIsp5PgCZI7h9hS8,Suicide Dada,126,['italian new wave'],0,
173wMRubTW7g208ZRpzFpu,Seth XVI,9959,"['electro-pop francais', 'new french touch']",40,
2pts5B2shsEtIVC4onTFKb,Zimmer,45021,"['indie soul', 'new french touch', 'nu disco', 'vapor soul']",48,
2ziSUHAT6LbHKCJIlwHhDG,Camel Power Club,42198,"['french indietronica', 'new french touch']",46,
41Ue54Vb6iWx2dcdRCM6oH,Kazy Lambist,91850,"['french indie pop', 'french indietronica', 'indie soul', 'new french touch', 'tropical house']",50,
1FTFy5sAOlZpN6GY6s9VLh,Fellini Félin,23385,"['french indie pop', 'french indietronica', 'indie soul', 'new french touch']",43,
2OIJq28O1lXrZ2x3NGSk8P,Pablo Nouvelle,35634,"['swiss indie', 'vapor soul']",44,
7b04D0yLktCUpvxQBhmG7R,LEISURE,142503,"['auckland indie', 'indie soul', 'vapor soul']",56,
1T2WeXEi0XlZiPpjjDAY0L,Her,155342,"['french indie pop', 'french indietronica', 'indie soul', 'new french touch', 'rennes indie']",48,
4zAOqBfNLyWFvj1e3yvypJ,Catching Flies,61280,"['downtempo', 'electronica', 'indie dream pop', 'indie soul', 'vapor soul']",53,
34P1IGH1mIqdaVkfRuTebV,IHF,37734,"['future bass', 'vapor soul', 'vapor twitch']",43,
3zaxUd86U92CdZkNa6NUo9,Ark Patrol,80064,"['future bass', 'vapor soul', 'vapor twitch']",54,
13Kd75NSHSp9lB4CaqPMOV,Ta-ku,220532,"['alternative r&b', 'ambeat', 'vapor twitch']",50,
76QHVIjgqlkWB9LNGliman,Joe Hertz,74672,"['alternative r&b', 'indie soul', 'new french touch', 'uk contemporary r&b']",48,
5KbEFz293OMDqqk9ajZKZV,vbnd,33857,"['chill r&b', 'indie r&b', 'indie soul', 'vapor twitch']",42,
62vbsDRAq0qHdezaCOzB0T,Medasin,107241,"['edm', 'electronic trap', 'future bass', 'indie soul', 'vapor soul', 'vapor twitch']",54,
4kubsO16bEfCADaVUyoYb6,Giraffage,111124,"['chillwave', 'future bass', 'indie dream pop', 'vapor soul', 'vapor twitch']",48,
7e3FtKBIPLrIVm8g1FJMVg,Sango,176753,"['abstract beats', 'alternative r&b', 'indie soul', 'vapor twitch']",49,
4IwM0dNvhWqqtsTyulxe2K,53 Thieves,60589,['chill pop'],47,
5rBFU1rhgs1nNghopuj9k8,((( O ))),86275,"['experimental hip hop', 'indie soul']",57,
0GG2cWaonE4JPrjcCCQ1EG,SG Lewis,287243,"['alternative r&b', 'indie soul', 'new french touch', 'uk dance']",62,
79ffq2PHS5TDmgnHhAyudW,Louis Futon,67564,"['electropop', 'future bass', 'vapor soul', 'vapor twitch']",45,
538d30rb03lrsD9u8Yipar,June Marieezy,57844,"['alternative r&b', 'pinoy r&b']",39,
4p75GTNEXwsAAkpweMVtKo,monte booker,108902,['viral rap'],47,
7vMpNua6oKT52WWHNUJ1No,Jonn Hart,71605,"['pop r&b', 'pop rap', 'slow game']",41,
2GEcMpeGIad5O23WxDRFMn,Rico Love,120391,['pop r&b'],42,
2DLlb2Se6eF0mMTYffyAcn,IAMNOBODI,44152,"['alternative r&b', 'indie r&b', 'indie soul', 'vapor twitch']",44,
2inX1svE5swPuIBIJdrFyo,Noah Slee,38393,['indie soul'],40,
02zPEtdzUWnPToEVLRiQ7e,Madison McFerrin,55629,"['a cappella', 'alternative r&b', 'indie jazz', 'indie r&b', 'indie soul']",46,
2aUr9B6iwO3eYiEHJIpB0M,Kwaku Asante,15262,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",43,
49NfOTfSPhrb0sJBVYS1iM,Marie Dahlstrom,17514,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'neo r&b', 'uk contemporary r&b']",44,
5tA28joO5iZ0eCnvyctqRH,Reuben James,17809,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'neo r&b', 'uk contemporary r&b']",44,
3w3vmT2hRskRBwDZdjUlAp,Jerome Thomas,15183,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'neo r&b', 'uk contemporary r&b']",36,
3BBN1P1JNw0sSdYEdBkOZK,Bathe,7374,"['alternative r&b', 'chill r&b', 'experimental r&b', 'indie r&b']",40,
19Fi1Rj7kk8kyiwxpXy3yM,August Alsina,2346081,"['pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",62,
